index,Centre Name,Operating Hours,Address,postal_code,latitude,longitude
99,NTUC Health Active Ageing Centre (Care) (Tampines),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"1 TAMPINES STREET 22, #01-02, 529367",529367,1.34965003102913,103.95141650923
96,NTUC Health Active Ageing Centre (Woodlands East),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"691C Woodlands Drive 73, #01-43, 733691",733691,1.43981455081875,103.806041331649
90,Allkin Active Ageing Centre @ Sengkang 182,Mon - Fri: 9.00am - 6.00pm,"182 Rivervale Crescent, #01-311, 540182",540182,1.39047126956208,103.909215796683
97,NTUC Health Active Ageing Centre (Pioneer),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"662A Jurong West Street 64, #01-328, 641662",641662,1.33688578252671,103.702739749317
98,NTUC Health Active Ageing Centre (Care) (Bukit Batok West),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"439 Bukit Batok West Avenue 8, #02-01, 650439",650439,1.35735758102665,103.739983046884
95,NTUC Health Active Ageing Centre (Nanyang),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"817 Jurong West Street 81, #01-30, 640817",640817,1.34470598575848,103.695720951625
92,Loving Heart Active Ageing Centre (229 Jurong East),Mon - Fri: 9.00am - 5.30pm | Sat: For events only | Closed on Sun & Public Holiday,"229 Jurong East Street 21, #01-701 , 600229",600229,1.34183055675235,103.738020275061
93,The Salvation Army Peacehaven Bedok Arena,Mon-Fri: 8:00am to 5:00pm,"187 Bedok North Street 4, #01-02, 460187",460187,1.33083543731954,103.940641339343
104,NTUC Health Active Ageing Centre (Care) (Bukit Merah Silat),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"141 JALAN BUKIT MERAH, #01-1172, 160141",160141,1.27714559744846,103.828738908605
101,NTUC Health Active Ageing Centre (Care) (Marsiling),"Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sat, Sun and Public Holiday","172 WOODLANDS STREET 13, #01-315, 730172",730172,1.43398859274828,103.777490482198
109,NTUC Health Active Ageing Centre (Telok Blangah),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"41 Telok Blangah Rise, #01-373, 090041",090041,1.27147195091921,103.822992108909
106,NTUC Health Active Ageing Centre (Mt. Faber),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"76 Telok Blangah Drive, #01-252, 100076",100076,1.27438363830311,103.808741773193
100,NTUC Health Active Ageing Centre (Care) (Pasir Ris Central),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"112 PASIR RIS STREET 11, #01-657, 510112",510112,1.36770577441558,103.955796373988
107,NTUC Health Active Ageing Centre (Marsiling),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"180A Marsiling Road, #01-2208, 731180",731180,1.43904320861563,103.778109726656
108,NTUC Health Active Ageing Centre (Whampoa),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"116 Jalan Tenteram, #01-06, 320116",320116,1.32769993704525,103.861236369481
105,NTUC Health Active Ageing Centre (Boon Lay),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"179 Boon Lay Drive, #01-448, 640179",640179,1.34703395486511,103.708985502465
102,NTUC Health Active Ageing Centre (Care) (Heartbeat @ Bedok),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"11 BEDOK NORTH STREET 1, #02-02, 469662",469662,1.32662388643563,103.931806159881
103,NTUC Health Active Ageing Centre (Care) (Wisma Geylang Serai),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"1 ENGKU AMAN TURN, #03-04, 408528",408528,1.31649443408571,103.896941669743
114,NTUC Health Active Ageing Centre (Care) (Jurong Central Plaza),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"493 Jurong West Street 41, #02-01, 640493",640493,1.34896996021593,103.724938358616
119,Kwong Wai Shiu Care @ Potong Pasir,"Mon - Fri: 7.00am - 7.00pm | Closed on Sat, Sun & Public Holiday","51 POTONG PASIR AVENUE 1, 358400",358400,1.33503582793654,103.863977651326
111,NTUC Health Active Ageing Centre (Lengkok Bahru),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"57 Lengkok Bahru, #01-491, 151057",151057,1.28821077489025,103.814148003065
116,THK AAC @ Bukit Merah View,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"118 Bukit Merah View, #02-101, 150118",150118,1.28405665902905,103.821065058206
110,NTUC Health Active Ageing Centre (Taman Jurong),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"118A Corporation Drive, #01-01, 611118",611118,1.3355807322376,103.723317929284
117,Kwong Wai Shiu Care @ McNair,Mon - Fri: 7.00am - 7.00pm,"113 McNair Road, McNair Towers, #01-01, 321113",321113,1.32100686964356,103.85982430866
118,Kwong Wai Shiu Care @ MacPherson,Mon - Fri: 9.00am - 6.00pm,"82 Circuit Road, MacPherson Spring (MSCP), #01-02, 370082",370082,1.3243273088009,103.890105126775
115,Fei Yue Active Ageing Centre (Fajar),Mon - Fri: 9.30am - 6.00pm,"406 FAJAR ROAD, #01-295, 670406",670406,1.38185025770492,103.767573058956
112,NTUC Health Active Ageing Centre (Bukit Merah),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"117 Jalan Bukit Merah, #01-1683, 160117",160117,1.28170700587327,103.82683952932
113,NTUC Health Active Ageing Centre (Care) (Kampung Admiralty),Mon - Fri: 9.00am - 6.00pm | Sat: For events only | Closed on Sun & Public Holiday,"676 Woodlands Drive 71, #06-01, 730676",730676,1.43974951798078,103.800720711621
124,THK AAC @ MacPherson,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"90 Pipit Road, #01-103, 370090",370090,1.32337965213726,103.886521328286
121,THK AAC @ Fengshan 114,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"114 Bedok North Street 2, #01-240, 460114",460114,1.33050521254379,103.93581688525
129,THK AAC @ Cassia,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"52 Cassia Crecent, #01-155, 390052",390052,1.31067221805457,103.88503171279
126,THK AAC @ Boon Lay,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"190 Boon Lay Drive, #01-242, 640190",640190,1.34507676207703,103.711850425927
120,THK AAC @ Chong Pang,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"131 Yishun Street 11, #01-237, 760131",760131,1.43316260592868,103.831684787748
127,THK AAC @ Bedok,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"12 Bedok South Avenue 2, #01-610, 460012",460012,1.32110310080964,103.936900156912
128,THK AAC @ AMK 645,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"645 Ang Mo Kio Avenue 6, #01-4937, 560645",560645,1.37927553533411,103.842235624758
125,THK AAC @ Kaki Bukit,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"509B Bedok North Street 3, #02-157, 462509",462509,1.33369345595931,103.930396926009
122,THK AAC @ Fengshan 101,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"101 Bedok North Avenue 4, #01-1958, 460101",460101,1.334484667124,103.937924710969
123,THK AAC @ Telok Blangah Crescent,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"3 Telok Blangah Crescent, #01-504, 090003",090003,1.27866784718784,103.81752660481
134,All Saints Silver Lifestyle Club @ Yishun Central,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday (Organisational activities may be held on selected Saturdays)","2 YISHUN AVENUE 9, #01-02, 768898",768898,1.43035851992416,103.839190698939
131,THK AAC @ Beo Crescent,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm,"44 Beo Crescent, The Beo Crescent, #01-67, 160044",160044,1.2888091628641,103.82629508593
139,PCF Sparkle Care Active Ageing Centre (Care) @ Eunos,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"650 JALAN TENAGA, 410650",410650,1.3318679857149,103.907573911026
136,Friends @ St Hilda’s Link,Mon - Fri: 9.00am - 5.00pm | Sat: 9.00am - 1.00pm,"10 Jalan Batu, #01-06, 431010",431010,1.30204488252463,103.882887148325
130,THK AAC @ Bukit Batok,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"235 Bukit Batok East Avenue 5, Gombak Gardens, #01-21, 650235",650235,1.34848352110457,103.756300449103
137,PCF Sparkle Care Active Ageing Centre (Care) @ Yew Tee,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"625 CHOA CHU KANG STREET 62, #01-206, 680625",680625,1.39863065232743,103.746034051085
138,PCF Sparkle Care Active Ageing Centre (Care) @ Shunfu,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"313 SHUNFU ROAD, #01-287, 570313",570313,1.35147881263426,103.837185216121
132,THK AAC @ AMK 208,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"208 Ang Mo Kio Ave 1, #01-1019, 560208",560208,1.36544495225352,103.842715047475
135,Thong Kheng Active Ageing Centre (Queenstown),Mon - Fri: 8.30am - 5.00pm | Sat: 9.00am - 12.30pm,"3 Jalan Bukit Merah, #01-5070, 150003",150003,1.28713355463932,103.807000516738
133,All Saints Silver Lifestyle Club @ Yishun Fern Grove,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holidays (Organisational activities may be held on selected Saturdays)","674 YISHUN AVENUE 4, #01-11, 760674",760674,1.42013882092707,103.843103840166
144,Precious Active Ageing Centre (Fajar Spring),Mon - Fri: 8.30am - 6.00pm,"454 Fajar Road, #01-582, 670454",670454,1.38450243119902,103.771537431563
141,Precious Active Ageing Centre (Yishun Greenwalk),Mon - Fri: 8.30am - 6.00pm,"317B Yishun Avenue 9, #01-284, 762317",762317,1.43416878511817,103.842950441024
149,MWS Active Ageing Centre - Golden Lily@Pasir Ris,Mon - Fri: 8.30am - 5.00pm,"212A Pasir Ris Street 21, #01-616, 511212",511212,1.36809411097208,103.960172610004
146,TOUCHpoint@AMK 433,Mon - Fri: 9.00am - 5.00pm,"433 Ang Mo Kio Avenue 10, #01-1415, 560433",560433,1.36807652285135,103.854353042615
140,PCF Sparkle Care Active Ageing Centre (Care) @ Braddell Heights,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"307 SERANGOON AVENUE 2, #01-44, 550307",550307,1.35462817749301,103.867068733428
147,THK AAC @ Toa Payoh 15,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"15 Toa Payoh Lorong 7, #01-579, 310015",310015,1.33592183813398,103.859058481639
148,THK AAC @ AMK 257,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm,"257 Ang Mo Kio Avenue 4, #01-67, 560257",560257,1.37017011394308,103.835782464252
145,Active Global Ghim Moh Active Ageing Centre (Care),Mon - Sun: 8.00am - 7.00pm,"31A Ghim Moh Link, #01-11, 272031",272031,1.30932882169755,103.784354189521
142,Precious Active Ageing Centre (Sunshine Gardens),Mon - Fri: 8.30am - 6.00pm,"488B Choa Chu Kang Avenue 5, #01-145, 682488",682488,1.3769739817533,103.739293156619
143,Precious Active Ageing Centre (SkyTerrace@Dawson),Mon - Fri: 8.30am - 6.00pm,"93 Dawson Road, #01-02, 142093",142093,1.2949922696335,103.8117965437
154,Precious Active Ageing Centre (Compassvale Ancilla),Mon - Fri: 8.30am - 6.00pm,"279C Sengkang East Ave, #01-541, 543279",543279,1.38572932197005,103.892595434586
151,SASCO@WestCoast AAC (Care),Mon - Fri: 8.30am – 5.30pm,"704 West Coast Road, #01-431, 120704",120704,1.30634750622019,103.760538027126
159,Lions Befrienders AAC @Tampines 434,Mon - Fri: 9.00am - 6.00pm,"434 Tampines St 43, #01-77, 520434",520434,1.3592418423449,103.951613078969
156,Muhammadiyah Active Ageing Centre,Mon - Fri: 8.30am - 5.30pm,"701B Yishun Avenue 5, Golden Palms, #02-612, 762701",762701,1.42983378150608,103.827384256677
150,CareElderly@Circuit,"Mon, Tue, Thu, Fri: 9.00am - 5.30pm | Wed: 2.00pm - 5.30pm | Sat: 9.00am - 12.30pm","35 Circuit Road, #01-432, 370035",370035,1.32915899694507,103.886010316123
157,Loving Heart Active Ageing Centre (318A Jurong East),Mon - Fri: 9.00am - 5.30pm,"318A Jurong East Ave 1, #02-308, 601318",601318,1.3476235248659,103.731009078651
158,Lions Befrienders AAC @Ang Mo Kio 318,Mon - Fri: 9.00am - 6.00pm,"318 Ang Mo Kio Avenue 1, #01-1453, 560318",560318,1.36556040472259,103.847648115797
152,Sunlove Active Ageing Centre @ Chai Chee,Mon - Fri: 8.00am - 5.00pm,"31 Chai Chee Avenue, #01-150, 461031",461031,1.32420140338849,103.9248788773
155,TOUCHpoint@Yishun 436,Mon - Fri: 8.00am - 5.00pm,"436 Yishun Avenue 11, #01-224, 760436",760436,1.42137878090937,103.84610055242
153,Orange Valley Active Ageing Centre@ Woodlands Peak,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm,"302A Woodlands Street 31, #01-327, 731302",731302,1.43185558749484,103.775294044439
164,Blossom Seeds Active Ageing Centre @ East Canberra,Mon - Fri: 9.00am - 6.00pm,"105 Canberra Street, #02-01/06, 750105",750105,1.44885564679911,103.832409172149
161,Jia Ying Active Ageing Centre,Mon - Fri: 8.30am – 6.00pm,"19 Hougang Ave 3, #01-187, 530019",530019,1.36378961600309,103.891813266061
169,Tzu Chi SEEN @ Nanyang,Mon - Fri: 8.30am - 5.30pm | Sat: 8.30am - 12.30pm | Closed on Sun & Public Holiday,"712B JURONG WEST STREET 71, #01-203, 642712",642712,1.34289417856781,103.696892615091
166,St Luke's ElderCare Active Ageing Centre (Care) @ Nee Soon East,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","260 YISHUN STREET 22, #01-97, 760260",760260,1.43547754128002,103.839276532996
160,Jia Ying Active Ageing Centre - Branch,Mon - Fri: 8.30am – 6.00pm,"25 Hougang Ave 3, #01-442, 530025",530025,1.36582642261344,103.891705966146
167,St Luke's ElderCare Active Ageing Centre (Care) @ Nee Soon Central,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","766 YISHUN AVENUE 3, #01-295, 760766",760766,1.42470239952978,103.833949786818
168,Active Global Telok Blangah Active Ageing Centre (Care),"Mon - Fri: 7.00am - 8.00pm | Sat, Sun & Public Holiday: 9.00am - 5.00pm","92 TELOK BLANGAH STREET 31, #01-255, 100092",100092,1.27621463534143,103.807644658523
165,AWWA Active Ageing Centre,Mon - Fri: 8.30am - 5.30pm,"123 Ang Mo Kio Avenue 6, #01-4011, 560123",560123,1.37048118793194,103.844805800791
162,Filos@Chai Chee,Mon - Fri: 9.00am - 6.00pm,"22 CHAI CHEE ROAD, #01-538, 461022",461022,1.3252421417405,103.921811368429
163,Fei Yue Active Ageing Centre (Hougang),Mon - Fri: 9.30am - 6.00pm,"174A Hougang Ave 1, #01-1505, 531174",531174,1.34959952841041,103.888750009608
174,Lions Befrienders AAC @Ghim Moh 18,Mon - Fri: 9.00am - 6.00pm,"18 Ghim Moh Road, #01-115, 270018",270018,1.31015054686008,103.787082418192
171,St Luke’s Eldercare Active Ageing Centre (Care) @ Chong Pang,Mon - Fri: 8.30am - 5.30pm,"113 Yishun Ring Road, #01-457, 760113",760113,1.43513580201461,103.828873241093
179,Lentor Health AAC(Care)@TLR,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"51 LENTOR AVENUE, 786876",786876,1.39149200770667,103.837241721986
176,Loving Heart Multi-Service Centre,Mon - Fri: 9.00am - 5.30pm | Sat: 9.00am - 1.00pm,"210 JURONG EAST STREET 21, #01-389, 600210",600210,1.33889493784685,103.73855509854
170,Active Global @ Fernvale Glades,"Mon - Fri: 7.00am - 8.00pm | Sat, Sun and Public Holiday: 9.00am - 5.00pm","461C SENGKANG WEST WAY, 793461",793461,1.39410542991766,103.870728366216
177,St Luke's ElderCare Active Ageing Centre (Care) @ Northshore,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","417 NORTHSHORE DRIVE, #01-03, 820417",820417,1.41741430696277,103.900744398319
178,St Luke's ElderCare Active Ageing Centre (Care) @ Anchorvale,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","353 ANCHORVALE LANE, #01-01, 540353",540353,1.39315967650223,103.88565992411
175,St. Andrew's Active Ageing Centre (Dover),Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"4 DOVER ROAD, 130004",130004,1.30340768255151,103.783274045827
172,Cornerstone@ChengSan Active Ageing Centre,Mon - Fri: 8.00am - 5.00pm,"591A Ang Mo Kio Street 51, #01-35, 561591",561591,1.37093324079314,103.851940766136
173,Lions Befrienders AAC @Mei Ling 150,Mon - Fri: 9.00am - 6.00pm,"150 Mei Ling Street, #01-53, 141150",141150,1.29490307854693,103.803699298575
184,St Luke's ElderCare Active Ageing Centre (Care) @ Bukit Timah,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","310 CLEMENTI AVENUE 4, #01-263, 120310",120310,1.32027016006349,103.765944899873
181,St Luke's ElderCare Active Ageing Centre (Care) @ Hougang,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","126 HOUGANG AVENUE 1, #01-1506, 530126",530126,1.35223030818128,103.885711060613
189,Ren Ci AAC (Care) @ Bukit Batok St. 52,"Mon - Fri: 9.00am - 5.30pm | Closed on Sat, Sun & Public Holiday | (Half day on eve of PH)","31 BUKIT BATOK STREET 52, 659251",659251,1.35499119318065,103.75155979178
186,St Luke's ElderCare Active Ageing Centre (Care) @ Bishan,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","152B BISHAN STREET 11, #01-271, 572152",572152,1.3453342006773,103.854098182349
180,Sunlove Active Ageing Centre (Care) @ Ang Mo Kio,Mon - Fri: 8.00am - 5.00pm | Sat: 8.00am - 12.00pm | Closed on Sun & Public Holiday,"557 ANG MO KIO AVENUE 10, #01-1874, 560557",560557,1.3716257020332,103.857736107527
187,SNM AAC (Care)@Woodlands,"Mon-Fri: 9.00am - 5.30pm | Closed on Sat, Sun & Public Holiday","861 WOODLANDS STREET 83, #01-170, 730861",730861,1.43966015258891,103.795235776713
188,Sheng Hong Active Ageing Centre (Care) @ Sennett,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm | Closed on Sun & Public Holiday,"175 MACPHERSON ROAD, 348537",348537,1.33020804167321,103.874549888013
182,St Luke's ElderCare Active Ageing Centre (Care) @ Clementi,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","602 CLEMENTI WEST STREET 1, #01-25, 120602",120602,1.30512415125823,103.766300972142
185,St Luke's ElderCare Active Ageing Centre (Care) @ Ayer Rajah,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","150A PANDAN GARDENS, #01-01, 609342",609342,1.3212933695135,103.747648912115
183,St Luke's ElderCare Active Ageing Centre (Care) @ Changkat,"Mon - Fri: 9.00am - 6.00pm | Closed on Sat, Sun & Public Holiday","350 TAMPINES STREET 33, #01-438, 520350",520350,1.35380661871004,103.962935246726
194,ECONLIFE! Hub @ Yung Kuang,Mon - Fri: 9.00am - 6.00pm | Sat: 9.00am - 1.00pm (Alternate),"175B YUNG KUANG ROAD, #01-27, 612175",612175,1.33283359282698,103.721043381424
199,Fei Yue Active Ageing Centre (Limbang Green),Mon - Fri: 9.30am - 6.00pm,"574 Choa Chu Kang Street 52, #01-296, 680574",680574,1.39441490205275,103.745142689272
191,Adventist Nursing and Rehabilitation Centre,"Mon - Fri: 9.00am - 5:30pm | Closed on Sat, Sun & Public Holiday","128 PENDING ROAD, #01-328, 670128",670128,1.37599511163058,103.769766187776
